,id,name,timezone,label,lat,lon,insee,region,label_region,id_region,zip_code
21,stop_area:SNCF:87751230,Château-Arnoux-Saint-Auban,Europe/Paris,Château-Arnoux-Saint-Auban (Château-Arnoux-Saint-Auban),44.061463,5.997435,04049,Château-Arnoux-Saint-Auban,Château-Arnoux-Saint-Auban (04160-04600),admin:fr:04049,04160;04600
22,stop_area:SNCF:87396606,Château-du-Loir,Europe/Paris,Château-du-Loir (Montval-sur-Loir),47.683334,0.414959,72071,Montval-sur-Loir,Montval-sur-Loir (72500),admin:fr:72071,72500
23,stop_area:SNCF:87543066,Château-Gaillard,Europe/Paris,Château-Gaillard (Santilly),48.14169,1.912815,28367,Santilly,Santilly (28310),admin:fr:28367,28310
24,stop_area:SNCF:87595165,Château-l'Évêque,Europe/Paris,Château-l'Évêque (Château-l'Évêque),45.244633,0.688125,24115,Château-l'Évêque,Château-l'Évêque (24460),admin:fr:24115,24460
0,stop_area:SNCF:87574665,Château-Renault,Europe/Paris,Château-Renault (Château-Renault),47.587796,0.901524,37063,Château-Renault,Château-Renault (37110),admin:fr:37063,37110
1,stop_area:SNCF:87422394,Château-Renault La Tannerie,Europe/Paris,Château-Renault La Tannerie (Château-Renault),47.590941,0.908118,37063,Château-Renault,Château-Renault (37110),admin:fr:37063,37110
2,stop_area:SNCF:87422402,Château-Renault Place Jean Jaurès,Europe/Paris,Château-Renault Place Jean Jaurès (Château-Renault),47.592893,0.914995,37063,Château-Renault,Château-Renault (37110),admin:fr:37063,37110
3,stop_area:SNCF:87644088,Château-Renault ZI,Europe/Paris,Château-Renault ZI (Château-Renault),47.592794,0.909204,37063,Château-Renault,Château-Renault (37110),admin:fr:37063,37110
4,stop_area:SNCF:87116582,Château-Thierry,Europe/Paris,Château-Thierry (Château-Thierry),49.03814,3.409302,02168,Château-Thierry,Château-Thierry (02400),admin:fr:02168,02400
5,stop_area:SNCF:87471524,Châteaubourg,Europe/Paris,Châteaubourg (Châteaubourg),48.106361,-1.405159,35068,Châteaubourg,Châteaubourg (35220),admin:fr:35068,35220
6,stop_area:SNCF:87481648,Châteaubriant,Europe/Paris,Châteaubriant (Châteaubriant),47.717521,-1.371515,44036,Châteaubriant,Châteaubriant (44110),admin:fr:44036,44110
7,stop_area:SNCF:87590372,Châteaubriant Tram Train,Europe/Paris,Châteaubriant Tram Train (Châteaubriant),47.717348,-1.371564,44036,Châteaubriant,Châteaubriant (44110),admin:fr:44036,44110
8,stop_area:SNCF:87545756,Châteaudun,Europe/Paris,Châteaudun (Châteaudun),48.073409,1.338114,28088,Châteaudun,Châteaudun (28200),admin:fr:28088,28200
9,stop_area:SNCF:87474064,Châteaulin,Europe/Paris,Châteaulin (Châteaulin),48.201603,-4.094308,29026,Châteaulin,Châteaulin (29150),admin:fr:29026,29150
10,stop_area:SNCF:87592105,Châteauneuf - Bujaleuf,Europe/Paris,Châteauneuf - Bujaleuf (Neuvic-Entier),45.759357,1.645235,87105,Neuvic-Entier,Neuvic-Entier (87130),admin:fr:87105,87130
11,stop_area:SNCF:87491506,Châteauneuf-sur-Charente,Europe/Paris,Châteauneuf-sur-Charente (Châteauneuf-sur-Charente),45.59978,-0.050217,16090,Châteauneuf-sur-Charente,Châteauneuf-sur-Charente (16120),admin:fr:16090,16120
12,stop_area:SNCF:87576298,Châteauneuf-sur-Cher,Europe/Paris,Châteauneuf-sur-Cher (Châteauneuf-sur-Cher),46.856682,2.310173,18058,Châteauneuf-sur-Cher,Châteauneuf-sur-Cher (18190),admin:fr:18058,18190
13,stop_area:SNCF:87597005,Châteauroux,Europe/Paris,Châteauroux (Châteauroux),46.809812,1.699483,36044,Châteauroux,Châteauroux (36000),admin:fr:36044,36000
14,stop_area:SNCF:87689950,Châteauroux Croix Perrine,Europe/Paris,Châteauroux Croix Perrine (Châteauroux),46.819753,1.684771,36044,Châteauroux,Châteauroux (36000),admin:fr:36044,36000
15,stop_area:SNCF:87201541,Chateauroux GR,Europe/Paris,Chateauroux GR (Châteauroux),46.8095,1.698721,36044,Châteauroux,Châteauroux (36000),admin:fr:36044,36000
16,stop_area:SNCF:87689976,Châteauroux Lycée Blaise Pascal,Europe/Paris,Châteauroux Lycée Blaise Pascal (Châteauroux),46.798046,1.711364,36044,Châteauroux,Châteauroux (36000),admin:fr:36044,36000
17,stop_area:SNCF:87689992,Châteauroux Lycée Les Charmilles,Europe/Paris,Châteauroux Lycée Les Charmilles (Châteauroux),46.801176,1.716914,36044,Châteauroux,Châteauroux (36000),admin:fr:36044,36000
18,stop_area:SNCF:87690156,Châteauroux-Préfecture,Europe/Paris,Châteauroux-Préfecture (Châteauroux),46.810726,1.68675,36044,Châteauroux,Châteauroux (36000),admin:fr:36044,36000
19,stop_area:SNCF:87144071,Châtel - Nomexy,Europe/Paris,Châtel - Nomexy (Nomexy),48.307114,6.388008,88327,Nomexy,Nomexy (88440),admin:fr:88327,88440
20,stop_area:SNCF:87696856,Châtel-Censoir,Europe/Paris,Châtel-Censoir (Châtel-Censoir),47.537769,3.635211,89091,Châtel-Censoir,Châtel-Censoir (89660),admin:fr:89091,89660
21,stop_area:SNCF:87485110,Châtelaillon,Europe/Paris,Châtelaillon (Châtelaillon-Plage),46.078282,-1.091118,17094,Châtelaillon-Plage,Châtelaillon-Plage (17340),admin:fr:17094,17340
22,stop_area:SNCF:87473140,Châtelaudren - Plouagat,Europe/Paris,Châtelaudren - Plouagat (Châtelaudren-Plouagat),48.533219,-2.974678,22206,Châtelaudren-Plouagat,Châtelaudren-Plouagat (22170),admin:fr:22206,22170
23,stop_area:SNCF:87758607,Châtelet les Halles,Europe/Paris,Châtelet les Halles (Paris),48.85983,2.34814,75056,Paris,Paris (75000-75116),admin:fr:75056,75000;75116
24,stop_area:SNCF:87575142,Châtellerault,Europe/Paris,Châtellerault (Châtellerault),46.818594,0.549279,86066,Châtellerault,Châtellerault (86100),admin:fr:86066,86100
0,stop_area:SNCF:87744235,Châtenois Collège,Europe/Paris,Châtenois Collège (Châtenois),48.270312,7.407618,67073,Châtenois,Châtenois (67730),admin:fr:67073,67730
1,stop_area:SNCF:87640441,Châtenois Gare,Europe/Paris,Châtenois Gare (Châtenois),48.276073,7.402036,67073,Châtenois,Châtenois (67730),admin:fr:67073,67730
2,stop_area:SNCF:87640458,Châtenois Val-de-Villé Gare,Europe/Paris,Châtenois Val-de-Villé Gare (Châtenois),48.282952,7.381939,67073,Châtenois,Châtenois (67730),admin:fr:67073,67730
3,stop_area:SNCF:87688952,Chatillon - Hôtel - Saint-Antoine,Europe/Paris,Chatillon - Hôtel - Saint-Antoine (Châtillon-sur-Indre),46.988208,1.171825,36045,Châtillon-sur-Indre,Châtillon-sur-Indre (36700),admin:fr:36045,36700
4,stop_area:SNCF:87721753,Châtillon d'Azergues,Europe/Paris,Châtillon d'Azergues (Châtillon),45.875248,4.64517,69050,Châtillon,Châtillon (69380),admin:fr:69050,69380
5,stop_area:SNCF:87644096,Châtillon Place du Mail,Europe/Paris,Châtillon Place du Mail (Châtillon-sur-Indre),46.987279,1.17352,36045,Châtillon-sur-Indre,Châtillon-sur-Indre (36700),admin:fr:36045,36700
6,stop_area:SNCF:87745711,Châtillon-en-Michaille centre,Europe/Paris,Châtillon-en-Michaille centre (Valserhône),46.144399,5.798421,01033,Valserhône,Valserhône (01200),admin:fr:01033,01200
7,stop_area:SNCF:87107482,Chatonrupt,Europe/Paris,Chatonrupt (Chatonrupt-Sommermont),48.488599,5.12729,52118,Chatonrupt-Sommermont,Chatonrupt-Sommermont (52300),admin:fr:52118,52300
8,stop_area:SNCF:87758060,Chatou - Croissy-sur-Seine,Europe/Paris,Chatou - Croissy-sur-Seine (Chatou),48.885406,2.156432,78146,Chatou,Chatou (78400),admin:fr:78146,78400
9,stop_area:SNCF:87118133,Châtres Salle Polyvalente,Europe/Paris,Châtres Salle Polyvalente (Châtres),48.501415,3.853637,10089,Châtres,Châtres (10510),admin:fr:10089,10510
10,stop_area:SNCF:87576710,Châtres-sur-Cher,Europe/Paris,Châtres-sur-Cher (Châtres-sur-Cher),47.264677,1.905763,41044,Châtres-sur-Cher,Châtres-sur-Cher (41320),admin:fr:41044,41320
11,stop_area:SNCF:87690230,Chatres-Zelie-Fouquet,Europe/Paris,Chatres-Zelie-Fouquet (Châtres-sur-Cher),47.267072,1.888082,41044,Châtres-sur-Cher,Châtres-sur-Cher (41320),admin:fr:41044,41320
12,stop_area:SNCF:87694778,Chauffailles,Europe/Paris,Chauffailles (Chauffailles),46.207439,4.345393,71120,Chauffailles,Chauffailles (71170),admin:fr:71120,71170
13,stop_area:SNCF:87677138,Chauffailles - Gambetta,Europe/Paris,Chauffailles - Gambetta (Chauffailles),46.206915,4.336512,71120,Chauffailles,Chauffailles (71170),admin:fr:71120,71170
14,stop_area:SNCF:87712679,Chaugey,Europe/Paris,Chaugey (Losne),47.087204,5.255191,21356,Losne,Losne (21170),admin:fr:21356,21170
15,stop_area:SNCF:87313478,Chaulnes,Europe/Paris,Chaulnes (Chaulnes),49.807679,2.801103,80186,Chaulnes,Chaulnes (80320),admin:fr:80186,80320
16,stop_area:SNCF:87142000,Chaumont,Europe/Paris,Chaumont (Chaumont),48.10976,5.1346,52121,Chaumont,Chaumont (52000),admin:fr:52121,52000
17,stop_area:SNCF:87107417,Chaumont Hôpital,Europe/Paris,Chaumont Hôpital (Chaumont),48.121971,5.139064,52121,Chaumont,Chaumont (52000),admin:fr:52121,52000
18,stop_area:SNCF:87381228,Chaumont-en-Vexin,Europe/Paris,Chaumont-en-Vexin (Chaumont-en-Vexin),49.26139,1.87274,60143,Chaumont-en-Vexin,Chaumont-en-Vexin (60240),admin:fr:60143,60240
19,stop_area:SNCF:87309757,Chaumont-sur-Tharonne,Europe/Paris,Chaumont-sur-Tharonne (Chaumont-sur-Tharonne),47.607997,1.907139,41046,Chaumont-sur-Tharonne,Chaumont-sur-Tharonne (41600),admin:fr:41046,41600
20,stop_area:SNCF:87296616,Chauny,Europe/Paris,Chauny (Chauny),49.611165,3.223484,02173,Chauny,Chauny (02300),admin:fr:02173,02300
21,stop_area:SNCF:87202465,Chauvigny - Mairie,Europe/Paris,Chauvigny - Mairie (Chauvigny),46.569693,0.643993,86070,Chauvigny,Chauvigny (86300),admin:fr:86070,86300
22,stop_area:SNCF:87393173,Chaville - Vélizy,Europe/Paris,Chaville - Vélizy (Viroflay),48.799689,2.184427,78686,Viroflay,Viroflay (78220),admin:fr:78686,78220
23,stop_area:SNCF:87382333,Chaville Rive Droite,Europe/Paris,Chaville Rive Droite (Chaville),48.812152,2.18784,92022,Chaville,Chaville (92370),admin:fr:92022,92370
24,stop_area:SNCF:87393207,Chaville Rive Gauche,Europe/Paris,Chaville Rive Gauche (Chaville),48.804781,2.18843,92022,Chaville,Chaville (92370),admin:fr:92022,92370
0,stop_area:SNCF:87591784,Chaville Rive Gauche Noctilien,Europe/Paris,Chaville Rive Gauche Noctilien (Chaville),48.804621,2.188198,92022,Chaville,Chaville (92370),admin:fr:92022,92370
1,stop_area:SNCF:87721415,Chazay - Marcilly,Europe/Paris,Chazay - Marcilly (Marcilly-d'Azergues),45.873252,4.725253,69125,Marcilly-d'Azergues,Marcilly-d'Azergues (69380),admin:fr:69125,69380
2,stop_area:SNCF:87746701,Chedde,Europe/Paris,Chedde (Passy),45.92634,6.719784,74208,Passy,Passy (74190-74480),admin:fr:74208,74190;74480
3,stop_area:SNCF:87694398,Cheilly-lès-Maranges,Europe/Paris,Cheilly-lès-Maranges (Cheilly-lès-Maranges),46.892569,4.67579,71122,Cheilly-lès-Maranges,Cheilly-lès-Maranges (71150),admin:fr:71122,71150
4,stop_area:SNCF:87116111,Chelles - Gournay,Europe/Paris,Chelles - Gournay (Chelles),48.874316,2.584157,77108,Chelles,Chelles (77500),admin:fr:77108,77500
5,stop_area:SNCF:87484246,Chemillé,Europe/Paris,Chemillé (Chemillé-en-Anjou),47.217748,-0.731989,49092,Chemillé-en-Anjou,Chemillé-en-Anjou (49120-49750),admin:fr:49092,49120;49750
6,stop_area:SNCF:87683532,Chemilly - Appoigny,Europe/Paris,Chemilly - Appoigny (Chemilly-sur-Yonne),47.897276,3.55428,89096,Chemilly-sur-Yonne,Chemilly-sur-Yonne (89250),admin:fr:89096,89250
7,stop_area:SNCF:87546317,Chemin d'Antony,Europe/Paris,Chemin d'Antony (Antony),48.748075,2.312622,92002,Antony,Antony (92160),admin:fr:92002,92160
8,stop_area:SNCF:85162750,Chêne-Bourg,Europe/Paris,Chêne-Bourg (Chêne-Bourg),46.196607,6.197253,,Chêne-Bourg,Chêne-Bourg,admin:osm:relation:1685466,
9,stop_area:SNCF:87141382,Chenevières,Europe/Paris,Chenevières (Chenevières),48.519404,6.63247,54125,Chenevières,Chenevières (54122),admin:fr:54125,54122
10,stop_area:SNCF:87732693,Cheniménil Filature,Europe/Paris,Cheniménil Filature (Cheniménil),48.133949,6.600507,88101,Cheniménil,Cheniménil (88460),admin:fr:88101,88460
11,stop_area:SNCF:87192138,Chenois Rue Principale,Europe/Paris,Chenois Rue Principale (Chenois),48.959422,6.499135,57138,Chenois,Chenois (57580),admin:fr:57138,57580
12,stop_area:SNCF:87574491,Chenonceaux,Europe/Paris,Chenonceaux (Chenonceaux),47.330631,1.065446,37070,Chenonceaux,Chenonceaux (37150),admin:fr:37070,37150
13,stop_area:SNCF:87317495,Chépy - Valines,Europe/Paris,Chépy - Valines (Chépy),50.068222,1.635828,80190,Chépy,Chépy (80210),admin:fr:80190,80210
14,stop_area:SNCF:87444877,Cherbourg,Europe/Paris,Cherbourg (Cherbourg-en-Cotentin),49.633518,-1.621487,50129,Cherbourg-en-Cotentin,Cherbourg-en-Cotentin (50100-50470),admin:fr:50129,50100;50470
15,stop_area:SNCF:87721761,Chessy,Europe/Paris,Chessy (Chessy),45.885524,4.622304,69056,Chessy,Chessy (69380),admin:fr:69056,69380
16,stop_area:SNCF:87471458,Chevaigné,Europe/Paris,Chevaigné (Chevaigné),48.208582,-1.63036,35079,Chevaigné,Chevaigné (35250),admin:fr:35079,35250
17,stop_area:SNCF:87175117,Chevillon,Europe/Paris,Chevillon (Chevillon),48.523946,5.113277,52123,Chevillon,Chevillon (52170),admin:fr:52123,52170
18,stop_area:SNCF:87543041,Chevilly,Europe/Paris,Chevilly (Chevilly),48.026672,1.879113,45093,Chevilly,Chevilly (45520),admin:fr:45093,45520
19,stop_area:SNCF:87276311,Chevrières,Europe/Paris,Chevrières (Chevrières),49.337314,2.682515,60149,Chevrières,Chevrières (60710),admin:fr:60149,60710
20,stop_area:SNCF:87745240,Chevry Mairie,Europe/Paris,Chevry Mairie (Chevry),46.28222,6.038532,01103,Chevry,Chevry (01170),admin:fr:01103,01170
21,stop_area:SNCF:87116574,Chézy-sur-Marne,Europe/Paris,Chézy-sur-Marne (Chézy-sur-Marne),48.991818,3.364583,02186,Chézy-sur-Marne,Chézy-sur-Marne (02570),admin:fr:02186,02570
22,stop_area:SNCF:87393637,Chilly-Mazarin,Europe/Paris,Chilly-Mazarin (Chilly-Mazarin),48.700441,2.308184,91161,Chilly-Mazarin,Chilly-Mazarin (91380),admin:fr:91161,91380
23,stop_area:SNCF:87741116,Chindrieux,Europe/Paris,Chindrieux (Chindrieux),45.803471,5.84691,73085,Chindrieux,Chindrieux (73310),admin:fr:73085,73310
24,stop_area:SNCF:87571687,Chinon,Europe/Paris,Chinon (Chinon),47.163073,0.251645,37072,Chinon,Chinon (37500),admin:fr:37072,37500
0,stop_area:SNCF:87690164,Chinon-LEP-Cugnot,Europe/Paris,Chinon-LEP-Cugnot (Chinon),47.171536,0.259182,37072,Chinon,Chinon (37500),admin:fr:37072,37500
1,stop_area:SNCF:87690172,Chinon-Lycée-Rabelais,Europe/Paris,Chinon-Lycée-Rabelais (Chinon),47.163679,0.234865,37072,Chinon,Chinon (37500),admin:fr:37072,37500
2,stop_area:SNCF:87783290,Chirac,Europe/Paris,Chirac (Bourgs sur Colagne),44.524661,3.263818,48099,Bourgs sur Colagne,Bourgs sur Colagne (48100),admin:fr:48099,48100
3,stop_area:SNCF:87640649,Chirac Ville,Europe/Paris,Chirac Ville (Bourgs sur Colagne),44.523054,3.267454,48099,Bourgs sur Colagne,Bourgs sur Colagne (48100),admin:fr:48099,48100
4,stop_area:SNCF:87574848,Chissay-en-Touraine,Europe/Paris,Chissay-en-Touraine (Chissay-en-Touraine),47.334852,1.133761,41051,Chissay-en-Touraine,Chissay-en-Touraine (41400),admin:fr:41051,41400
5,stop_area:SNCF:87342220,Chocques,Europe/Paris,Chocques (Chocques),50.53833,2.564841,62224,Chocques,Chocques (62920),admin:fr:62224,62920
6,stop_area:SNCF:87545285,Choisy-le-Roi,Europe/Paris,Choisy-le-Roi (Choisy-le-Roi),48.763983,2.411065,94022,Choisy-le-Roi,Choisy-le-Roi (94600),admin:fr:94022,94600
7,stop_area:SNCF:87484303,Cholet,Europe/Paris,Cholet (Cholet),47.065702,-0.869897,49099,Cholet,Cholet (49300),admin:fr:49099,49300
8,stop_area:SNCF:87462960,Cholet Hôtel de Ville,Europe/Paris,Cholet Hôtel de Ville (Cholet),47.060217,-0.880293,49099,Cholet,Cholet (49300),admin:fr:49099,49300
9,stop_area:SNCF:87763425,Chorges,Europe/Paris,Chorges (Chorges),44.545842,6.271889,05040,Chorges,Chorges (05230),admin:fr:05040,05230
10,stop_area:SNCF:87574301,Chouzy,Europe/Paris,Chouzy (Valloire-sur-Cisse),47.52024,1.247246,41055,Valloire-sur-Cisse,Valloire-sur-Cisse (41150),admin:fr:41055,41150
11,stop_area:SNCF:87611228,Cier-de-Luchon Castéra,Europe/Paris,Cier-de-Luchon Castéra (Cier-de-Luchon),42.852815,0.6030759999999999,31142,Cier-de-Luchon,Cier-de-Luchon (31110),admin:fr:31142,31110
12,stop_area:SNCF:87173823,Cier-de-Luchon Pratviel,Europe/Paris,Cier-de-Luchon Pratviel (Cier-de-Luchon),42.844267,0.6038559999999999,31142,Cier-de-Luchon,Cier-de-Luchon (31110),admin:fr:31142,31110
13,stop_area:SNCF:87170811,Cierp-Gaud,Europe/Paris,Cierp-Gaud (Cierp-Gaud),42.914327,0.648,31144,Cierp-Gaud,Cierp-Gaud (31440),admin:fr:31144,31440
14,stop_area:SNCF:87170795,Cierp-Gaud Centre,Europe/Paris,Cierp-Gaud Centre (Cierp-Gaud),42.914639,0.639409,31144,Cierp-Gaud,Cierp-Gaud (31440),admin:fr:31144,31440
15,stop_area:SNCF:87440099,Cierp-Gaud Parc Aventure,Europe/Paris,Cierp-Gaud Parc Aventure (Cierp-Gaud),42.930348,0.650468,31144,Cierp-Gaud,Cierp-Gaud (31440),admin:fr:31144,31440
16,stop_area:SNCF:87643403,Cigoland,Europe/Paris,Cigoland (Kintzheim),48.256268,7.419907,67239,Kintzheim,Kintzheim (67600),admin:fr:67239,67600
17,stop_area:SNCF:87571836,Cinq-Mars-la-Pile,Europe/Paris,Cinq-Mars-la-Pile (Cinq-Mars-la-Pile),47.345112,0.459387,37077,Cinq-Mars-la-Pile,Cinq-Mars-la-Pile (37130),admin:fr:37077,37130
18,stop_area:SNCF:87611376,Cintegabelle,Europe/Paris,Cintegabelle (Cintegabelle),43.305408,1.520477,31145,Cintegabelle,Cintegabelle (31550),admin:fr:31145,31550
19,stop_area:SNCF:87697821,Cintegabelle - Rond-Point,Europe/Paris,Cintegabelle - Rond-Point (Cintegabelle),43.305381,1.521177,31145,Cintegabelle,Cintegabelle (31550),admin:fr:31145,31550
20,stop_area:SNCF:87313551,Cires-lès-Mello,Europe/Paris,Cires-lès-Mello (Cires-lès-Mello),49.271683,2.360435,60155,Cires-lès-Mello,Cires-lès-Mello (60660),admin:fr:60155,60660
21,stop_area:SNCF:87694646,Ciry-le-Noble,Europe/Paris,Ciry-le-Noble (Ciry-le-Noble),46.604191,4.299518,71132,Ciry-le-Noble,Ciry-le-Noble (71420),admin:fr:71132,71420
22,stop_area:SNCF:87758649,Cité Universitaire,Europe/Paris,Cité Universitaire (Paris),48.82058,2.339002,75056,Paris,Paris (75000-75116),admin:fr:75056,75000;75116
23,stop_area:SNCF:87441543,Civray Grand Entrevin,Europe/Paris,Civray Grand Entrevin (Civray),46.993714,2.166034,18066,Civray,Civray (18290),admin:fr:18066,18290
24,stop_area:SNCF:87697185,Civrieux-d'Azergues - D. 385,Europe/Paris,Civrieux-d'Azergues - D. 385 (Civrieux-d'Azergues),45.857996,4.712116,69059,Civrieux-d'Azergues,Civrieux-d'Azergues (69380),admin:fr:69059,69380
0,stop_area:SNCF:87743344,Cize - Bolozon,Europe/Paris,Cize - Bolozon (Bolozon),46.21348,5.454068,01051,Bolozon,Bolozon (01450),admin:fr:01051,01450
1,stop_area:SNCF:87296178,Clacy - Mons,Europe/Paris,Clacy - Mons (Clacy-et-Thierret),49.543787,3.576635,02196,Clacy-et-Thierret,Clacy-et-Thierret (02000),admin:fr:02196,02000
2,stop_area:SNCF:87279893,Clairvaux D12,Europe/Paris,Clairvaux D12 (Ville-sous-la-Ferté),48.146131,4.793083,10426,Ville-sous-la-Ferté,Ville-sous-la-Ferté (10310),admin:fr:10426,10310
3,stop_area:SNCF:87391565,Clamart,Europe/Paris,Clamart (Clamart),48.813817,2.272983,92023,Clamart,Clamart (92140),admin:fr:92023,92140
4,stop_area:SNCF:87696807,Clamecy,Europe/Paris,Clamecy (Clamecy),47.466698,3.520767,58079,Clamecy,Clamecy (58500),admin:fr:58079,58500
5,stop_area:SNCF:87747626,Clelles - Mens,Europe/Paris,Clelles - Mens (Clelles),44.827269,5.605028,38113,Clelles,Clelles (38930),admin:fr:38113,38930
6,stop_area:SNCF:87697193,Clelles Mairie,Europe/Paris,Clelles Mairie (Clelles),44.827245,5.622619,38113,Clelles,Clelles (38930),admin:fr:38113,38930
7,stop_area:SNCF:87411819,Clères,Europe/Paris,Clères (Clères),49.599113,1.106175,76179,Clères,Clères (76690),admin:fr:76179,76690
8,stop_area:SNCF:87680702,Clermont - Université T2C,Europe/Paris,Clermont - Université T2C (Clermont-Ferrand),45.771355,3.089133,63113,Clermont-Ferrand,Clermont-Ferrand (63000-63100),admin:fr:63113,63000;63100
9,stop_area:SNCF:87313304,Clermont de l'Oise,Europe/Paris,Clermont de l'Oise (Clermont),49.385278,2.417663,60157,Clermont,Clermont (60600),admin:fr:60157,60600
10,stop_area:SNCF:87782607,Clermont la Pardieu,Europe/Paris,Clermont la Pardieu (Clermont-Ferrand),45.766988,3.134193,63113,Clermont-Ferrand,Clermont-Ferrand (63000-63100),admin:fr:63113,63000;63100
11,stop_area:SNCF:87396895,Clermont la Rotonde,Europe/Paris,Clermont la Rotonde (Clermont-Ferrand),45.768095,3.09097,63113,Clermont-Ferrand,Clermont-Ferrand (63000-63100),admin:fr:63113,63000;63100
12,stop_area:SNCF:87358622,Clermont-Créans - Centre,Europe/Paris,Clermont-Créans - Centre (Clermont-Créans),47.723149,-0.018652,72084,Clermont-Créans,Clermont-Créans (72200),admin:fr:72084,72200
13,stop_area:SNCF:87635870,Clermont-en-Argonne Centre,Europe/Paris,Clermont-en-Argonne Centre (Clermont-en-Argonne),49.105285,5.069852,55117,Clermont-en-Argonne,Clermont-en-Argonne (55120),admin:fr:55117,55120
14,stop_area:SNCF:87734004,Clermont-Ferrand,Europe/Paris,Clermont-Ferrand (Clermont-Ferrand),45.778945,3.100543,63113,Clermont-Ferrand,Clermont-Ferrand (63000-63100),admin:fr:63113,63000;63100
15,stop_area:SNCF:87184622,Clerval,Europe/Paris,Clerval (Pays-de-Clerval),47.396601,6.492282,25156,Pays-de-Clerval,Pays-de-Clerval (25340),admin:fr:25156,25340
16,stop_area:SNCF:87381129,Clichy - Levallois,Europe/Paris,Clichy - Levallois (Levallois-Perret),48.89678,2.2982,92044,Levallois-Perret,Levallois-Perret (92300),admin:fr:92044,92300
17,stop_area:SNCF:87704304,Clichy-Montfermeil T4,Europe/Paris,Clichy-Montfermeil T4 (Clichy-sous-Bois),48.904618,2.554843,93014,Clichy-sous-Bois,Clichy-sous-Bois (93390),admin:fr:93014,93390
18,stop_area:SNCF:87704288,Clichy-sous-Bois Mairie T4,Europe/Paris,Clichy-sous-Bois Mairie T4 (Clichy-sous-Bois),48.908515,2.541154,93014,Clichy-sous-Bois,Clichy-sous-Bois (93390),admin:fr:93014,93390
19,stop_area:SNCF:87597401,Clion-sur-Indre,Europe/Paris,Clion-sur-Indre (Clion),46.945076,1.238678,36055,Clion,Clion (36700),admin:fr:36055,36700
20,stop_area:SNCF:87481440,Clisson,Europe/Paris,Clisson (Clisson),47.086015,-1.286292,44043,Clisson,Clisson (44190),admin:fr:44043,44190
21,stop_area:SNCF:87574509,Cloyes,Europe/Paris,Cloyes (Cloyes-les-Trois-Rivières),47.992103,1.243354,28103,Cloyes-les-Trois-Rivières,Cloyes-les-Trois-Rivières (28220),admin:fr:28103,28220
22,stop_area:SNCF:87343152,CLOYES Médiathèque,Europe/Paris,CLOYES Médiathèque (Cloyes-les-Trois-Rivières),47.995164,1.236061,28103,Cloyes-les-Trois-Rivières,Cloyes-les-Trois-Rivières (28220),admin:fr:28103,28220
23,stop_area:SNCF:87746370,Cluses,Europe/Paris,Cluses (Cluses),46.061468,6.582771,74081,Cluses,Cluses (74300),admin:fr:74081,74300
24,stop_area:SNCF:87672139,Coarraze - Nay,Europe/Paris,Coarraze - Nay (Coarraze),43.18183,-0.241699,64191,Coarraze,Coarraze (64800),admin:fr:64191,64800
0,stop_area:SNCF:87473579,Coat Guégan,Europe/Paris,Coat Guégan (Pont-Melvez),48.480428,-3.273679,22249,Pont-Melvez,Pont-Melvez (22390),admin:fr:22249,22390
1,stop_area:SNCF:87406850,Cocheren Village,Europe/Paris,Cocheren Village (Cocheren),49.146401,6.856971,57144,Cocheren,Cocheren (57800),admin:fr:57144,57800
2,stop_area:SNCF:87491449,Cognac,Europe/Paris,Cognac (Cognac),45.684587,-0.326037,16102,Cognac,Cognac (16100),admin:fr:16102,16100
3,stop_area:SNCF:87393272,Coignières,Europe/Paris,Coignières (Coignières),48.743724,1.920784,78168,Coignières,Coignières (78310),admin:fr:78168,78310
4,stop_area:SNCF:87642371,Col de Puberg,Europe/Paris,Col de Puberg (Puberg),48.916898,7.318055,67381,Puberg,Puberg (67290),admin:fr:67381,67290
5,stop_area:SNCF:87784256,Collioure,Europe/Paris,Collioure (Collioure),42.526928,3.078202,66053,Collioure,Collioure (66190),admin:fr:66053,66190
6,stop_area:SNCF:87713321,Collonges,Europe/Paris,Collonges (Collonges-et-Premières),47.221051,5.265986,21183,Collonges-et-Premières,Collonges-et-Premières (21110),admin:fr:21183,21110
7,stop_area:SNCF:87721225,Collonges - Fontaines,Europe/Paris,Collonges - Fontaines (Collonges-au-Mont-d'Or),45.829128,4.84665,69063,Collonges-au-Mont-d'Or,Collonges-au-Mont-d'Or (69660),admin:fr:69063,69660
8,stop_area:SNCF:87697029,Collonges Fontaines Arret Tcl Gare,Europe/Paris,Collonges Fontaines Arret Tcl Gare (Collonges-au-Mont-d'Or),45.829076,4.846677,69063,Collonges-au-Mont-d'Or,Collonges-au-Mont-d'Or (69660),admin:fr:69063,69660
9,stop_area:SNCF:87742601,COLLONGES Poste,Europe/Paris,COLLONGES Poste (Collonges),46.136811,5.903134,01109,Collonges,Collonges (01550),admin:fr:01109,01550
10,stop_area:SNCF:87182014,Colmar,Europe/Paris,Colmar (Colmar),48.073527,7.347756,68066,Colmar,Colmar (68000),admin:fr:68066,68000
11,stop_area:SNCF:87402297,Colmar Mésanges,Europe/Paris,Colmar Mésanges (Colmar),48.086005,7.33367,68066,Colmar,Colmar (68000),admin:fr:68066,68000
