,id,name,timezone,label,lat,lon,insee,region,label_region,id_region,zip_code
0,stop_area:SNCF:87182915,,Europe/Paris,,0,0,,,,,
1,stop_area:SNCF:80153452,Aachen Hauptbahnhof,Europe/Paris,Aachen Hauptbahnhof (Aachen),50.7675,6.0912,,Aachen,Aachen,admin:osm:relation:62564,
2,stop_area:SNCF:87313759,Abancourt,Europe/Paris,Abancourt (Abancourt),49.685621,1.774297,60001,Abancourt,Abancourt (60220),admin:fr:60001,60220
3,stop_area:SNCF:87481614,Abbaretz,Europe/Paris,Abbaretz (Abbaretz),47.555241,-1.524289,44001,Abbaretz,Abbaretz (44170),admin:fr:44001,44170
4,stop_area:SNCF:87317362,Abbeville,Europe/Paris,Abbeville (Abbeville),50.102175,1.824538,80001,Abbeville,Abbeville (80100),admin:fr:80001,80100
5,stop_area:SNCF:87545269,Ablon,Europe/Paris,Ablon (Ablon-sur-Seine),48.725443,2.419213,94001,Ablon-sur-Seine,Ablon-sur-Seine (94480),admin:fr:94001,94480
6,stop_area:SNCF:87191403,Aboncourt Mairie,Europe/Paris,Aboncourt Mairie (Aboncourt),49.261076,6.346603,57001,Aboncourt,Aboncourt (57920),admin:fr:57001,57920
7,stop_area:SNCF:87677252,Accolay Le Pont,Europe/Paris,Accolay Le Pont (Deux Rivières),47.663798,3.709584,89130,Deux Rivières,Deux Rivières (89460),admin:fr:89130,89460
8,stop_area:SNCF:87386052,Achères Grand Cormier,Europe/Paris,Achères Grand Cormier (Saint-Germain-en-Laye),48.955187,2.091962,78551,Saint-Germain-en-Laye,Saint-Germain-en-Laye (78100-78112),admin:fr:78551,78100;78112
9,stop_area:SNCF:87381657,Achères Ville,Europe/Paris,Achères Ville (Achères),48.97011,2.07739,78005,Achères,Achères (78260),admin:fr:78005,78260
10,stop_area:SNCF:87342048,Achiet,Europe/Paris,Achiet (Achiet-le-Grand),50.131919,2.780112,62005,Achiet-le-Grand,Achiet-le-Grand (62121),admin:fr:62005,62121
11,stop_area:SNCF:87316455,Achy,Europe/Paris,Achy (Achy),49.55473,1.979053,60004,Achy,Achy (60690),admin:fr:60004,60690
12,stop_area:SNCF:87658856,Adamswiller Lotissement la Forêt,Europe/Paris,Adamswiller Lotissement la Forêt (Adamswiller),48.905635,7.208238,67002,Adamswiller,Adamswiller (67320),admin:fr:67002,67320
13,stop_area:SNCF:87658922,Adamswiller Mairie,Europe/Paris,Adamswiller Mairie (Adamswiller),48.903835,7.201179,67002,Adamswiller,Adamswiller (67320),admin:fr:67002,67320
14,stop_area:SNCF:87523548,Aérogare Orly Sud - Noctilien,Europe/Paris,Aérogare Orly Sud - Noctilien (Paray-Vieille-Poste),48.728829,2.369614,91479,Paray-Vieille-Poste,Paray-Vieille-Poste (91550-94390),admin:fr:91479,91550;94390
15,stop_area:SNCF:87001479,Aéroport - Charles-de-Gaulle 2 RER,Europe/Paris,Aéroport - Charles-de-Gaulle 2 RER (Tremblay-en-France),49.003965,2.570665,93073,Tremblay-en-France,Tremblay-en-France (93290),admin:fr:93073,93290
16,stop_area:SNCF:87271494,Aéroport Charles de Gaulle 2 TGV,Europe/Paris,Aéroport Charles de Gaulle 2 TGV (Tremblay-en-France),49.003618,2.570812,93073,Tremblay-en-France,Tremblay-en-France (93290),admin:fr:93073,93290
17,stop_area:SNCF:87271460,Aéroport Roissy Charles de Gaulle 1,Europe/Paris,Aéroport Roissy Charles de Gaulle 1 (Tremblay-en-France),49.00956,2.56135,93073,Tremblay-en-France,Tremblay-en-France (93290),admin:fr:93073,93290
18,stop_area:SNCF:87757559,Agay,Europe/Paris,Agay (Saint-Raphaël),43.43137,6.8565,83118,Saint-Raphaël,Saint-Raphaël (83530-83700),admin:fr:83118,83530;83700
19,stop_area:SNCF:87781278,Agde,Europe/Paris,Agde (Agde),43.31728,3.466203,34003,Agde,Agde (34300),admin:fr:34003,34300
20,stop_area:SNCF:87586008,Agen,Europe/Paris,Agen (Agen),44.207967,0.6208669999999999,47001,Agen,Agen (47000),admin:fr:47001,47000
21,stop_area:SNCF:87595157,Agonac,Europe/Paris,Agonac (Agonac),45.286605,0.748653,24002,Agonac,Agonac (24460),admin:fr:24002,24460
22,stop_area:SNCF:87783399,Aguessac Avenue de Causses,Europe/Paris,Aguessac Avenue de Causses (Aguessac),44.153724,3.097892,12002,Aguessac,Aguessac (12520),admin:fr:12002,12520
23,stop_area:SNCF:87171702,Aguilcourt - Variscourt,Europe/Paris,Aguilcourt - Variscourt (Variscourt),49.407994,3.973095,02761,Variscourt,Variscourt (02190),admin:fr:02761,02190
24,stop_area:SNCF:85014001,Aigle,Europe/Paris,Aigle (Aigle),46.31685,6.96367,,Aigle,Aigle (1860),admin:osm:relation:1684831,1860
0,stop_area:SNCF:87751479,Aiglun,Europe/Paris,Aiglun (Aiglun),44.046839,6.137533,04001,Aiglun,Aiglun (04510),admin:fr:04001,04510
1,stop_area:SNCF:87485193,Aigrefeuille Le Thou,Europe/Paris,Aigrefeuille Le Thou (Le Thou),46.09402,-0.95168,17447,Le Thou,Le Thou (17290),admin:fr:17447,17290
2,stop_area:SNCF:87695957,Aiguebelette - Centre,Europe/Paris,Aiguebelette - Centre (Aiguebelette-le-Lac),45.537542,5.812926,73001,Aiguebelette-le-Lac,Aiguebelette-le-Lac (73610),admin:fr:73001,73610
3,stop_area:SNCF:87741421,Aiguebelette-le-Lac,Europe/Paris,Aiguebelette-le-Lac (Aiguebelette-le-Lac),45.536323,5.813122,73001,Aiguebelette-le-Lac,Aiguebelette-le-Lac (73610),admin:fr:73001,73610
4,stop_area:SNCF:87741256,Aiguebelle,Europe/Paris,Aiguebelle (Val-d'Arc),45.543703,6.306737,73212,Val-d'Arc,Val-d'Arc (73220),admin:fr:73212,73220
5,stop_area:SNCF:87741710,Aigueblanche - Centre,Europe/Paris,Aigueblanche - Centre (Grand-Aigueblanche),45.501835,6.508605,73003,Grand-Aigueblanche,Grand-Aigueblanche (73260),admin:fr:73003,73260
6,stop_area:SNCF:87734129,Aigueperse,Europe/Paris,Aigueperse (Aigueperse),46.014869,3.197912,63001,Aigueperse,Aigueperse (63260),admin:fr:63001,63260
7,stop_area:SNCF:87775858,Aigues-Mortes,Europe/Paris,Aigues-Mortes (Aigues-Mortes),43.570901,4.19121,30003,Aigues-Mortes,Aigues-Mortes (30220),admin:fr:30003,30220
8,stop_area:SNCF:87586693,Aiguillon,Europe/Paris,Aiguillon (Aiguillon),44.298624,0.335543,47004,Aiguillon,Aiguillon (47190),admin:fr:47004,47190
9,stop_area:SNCF:87215624,Ailleville,Europe/Paris,Ailleville (Ailleville),48.254741,4.682252,10002,Ailleville,Ailleville (10200),admin:fr:10002,10200
10,stop_area:SNCF:87185629,Aillevillers,Europe/Paris,Aillevillers (Corbenay),47.91389,6.33736,70171,Corbenay,Corbenay (70320),admin:fr:70171,70320
11,stop_area:SNCF:87313221,Ailly-sur-Noye,Europe/Paris,Ailly-sur-Noye (Ailly-sur-Noye),49.754206,2.364147,80010,Ailly-sur-Noye,Ailly-sur-Noye (80250),admin:fr:80010,80250
12,stop_area:SNCF:87313098,Ailly-sur-Somme,Europe/Paris,Ailly-sur-Somme (Ailly-sur-Somme),49.928515,2.200476,80011,Ailly-sur-Somme,Ailly-sur-Somme (80470),admin:fr:80011,80470
13,stop_area:SNCF:87775833,Aimargues,Europe/Paris,Aimargues (Aimargues),43.678643,4.20845,30006,Aimargues,Aimargues (30470),admin:fr:30006,30470
14,stop_area:SNCF:87741769,Aime - La Plagne,Europe/Paris,Aime - La Plagne (Aime-la-Plagne),45.554387,6.648614,73006,Aime-la-Plagne,Aime-la-Plagne (73210),admin:fr:73006,73210
15,stop_area:SNCF:87713636,Aiserey,Europe/Paris,Aiserey (Aiserey),47.170645,5.158352,21005,Aiserey,Aiserey (21110),admin:fr:21005,21110
16,stop_area:SNCF:87741249,Aiton Salle Polyvalente,Europe/Paris,Aiton Salle Polyvalente (Aiton),45.560231,6.254831,73007,Aiton,Aiton (73220),admin:fr:73007,73220
17,stop_area:SNCF:87751404,Aix-en-Provence,Europe/Paris,Aix-en-Provence (Aix-en-Provence),43.522903,5.44533,13001,Aix-en-Provence,Aix-en-Provence (13080-13540),admin:fr:13001,13080;13540
18,stop_area:SNCF:87541797,Aix-en-Provence - Gare Routière,Europe/Paris,Aix-en-Provence - Gare Routière (Aix-en-Provence),43.523333,5.43997,13001,Aix-en-Provence,Aix-en-Provence (13080-13540),admin:fr:13001,13080;13540
19,stop_area:SNCF:87319012,Aix-en-Provence TGV,Europe/Paris,Aix-en-Provence TGV (Aix-en-Provence),43.455237,5.317534,13001,Aix-en-Provence,Aix-en-Provence (13080-13540),admin:fr:13001,13080;13540
20,stop_area:SNCF:87741132,Aix-les-Bains - Le Revard,Europe/Paris,Aix-les-Bains - Le Revard (Aix-les-Bains),45.688161,5.909371,73008,Aix-les-Bains,Aix-les-Bains (73100),admin:fr:73008,73100
21,stop_area:SNCF:87592667,Aixe-sur-Vienne,Europe/Paris,Aixe-sur-Vienne (Aixe-sur-Vienne),45.796573,1.145724,87001,Aixe-sur-Vienne,Aixe-sur-Vienne (87700),admin:fr:87001,87700
22,stop_area:SNCF:87417808,Ajain,Europe/Paris,Ajain (Ajain),46.207153,1.99724,23002,Ajain,Ajain (23380),admin:fr:23002,23380
23,stop_area:SNCF:87722744,Alaï,Europe/Paris,Alaï (Tassin-la-Demi-Lune),45.752428,4.771695,69244,Tassin-la-Demi-Lune,Tassin-la-Demi-Lune (69160),admin:fr:69244,69160
24,stop_area:SNCF:87698381,Alai - Arrêt TCL,Europe/Paris,Alai - Arrêt TCL (Tassin-la-Demi-Lune),45.751467,4.766994,69244,Tassin-la-Demi-Lune,Tassin-la-Demi-Lune (69160),admin:fr:69244,69160
0,stop_area:SNCF:87420836,Alba-la-Romaine Ruines Romaines,Europe/Paris,Alba-la-Romaine Ruines Romaines (Alba-la-Romaine),44.562774,4.595211,07005,Alba-la-Romaine,Alba-la-Romaine (07400),admin:fr:07005,07400
1,stop_area:SNCF:87746115,Albens,Europe/Paris,Albens (Entrelacs),45.785946,5.948342,73010,Entrelacs,Entrelacs (73410),admin:fr:73010,73410
2,stop_area:SNCF:87313072,Albert,Europe/Paris,Albert (Albert),50.005395,2.644481,80016,Albert,Albert (80300),admin:fr:80016,80300
3,stop_area:SNCF:87741645,Albertville,Europe/Paris,Albertville (Albertville),45.672977,6.383167,73011,Albertville,Albertville (73200),admin:fr:73011,73200
4,stop_area:SNCF:87615195,Albi Madeleine,Europe/Paris,Albi Madeleine (Albi),43.938137,2.141209,81004,Albi,Albi (81000),admin:fr:81004,81000
5,stop_area:SNCF:87615005,Albi Ville,Europe/Paris,Albi Ville (Albi),43.92238,2.137958,81004,Albi,Albi (81000),admin:fr:81004,81000
6,stop_area:SNCF:87139089,Albias,Europe/Paris,Albias (Albias),44.090527,1.44713,82002,Albias,Albias (82350),admin:fr:82002,82350
7,stop_area:SNCF:87613398,Albias,Europe/Paris,Albias (Albias),44.091981,1.444922,82002,Albias,Albias (82350),admin:fr:82002,82350
8,stop_area:SNCF:87721266,Albigny - Neuville,Europe/Paris,Albigny - Neuville (Albigny-sur-Saône),45.874897,4.832852,69003,Albigny-sur-Saône,Albigny-sur-Saône (69250),admin:fr:69003,69250
9,stop_area:SNCF:87697003,Albigny-Neuville - Arrêt TCL Gare,Europe/Paris,Albigny-Neuville - Arrêt TCL Gare (Albigny-sur-Saône),45.875356,4.833042,69003,Albigny-sur-Saône,Albigny-sur-Saône (69250),admin:fr:69003,69250
10,stop_area:SNCF:87444711,Alençon,Europe/Paris,Alençon (Alençon),48.433884,0.09853099999999999,61001,Alençon,Alençon (61000),admin:fr:61001,61000
11,stop_area:SNCF:87775288,Alès,Europe/Paris,Alès (Alès),44.127825,4.084948,30007,Alès,Alès (30100),admin:fr:30007,30100
12,stop_area:SNCF:87615187,Alet-les-Bains,Europe/Paris,Alet-les-Bains (Alet-les-Bains),42.997403,2.252189,11008,Alet-les-Bains,Alet-les-Bains (11580),admin:fr:11008,11580
13,stop_area:SNCF:85010355,Allaman,Europe/Paris,Allaman (Allaman),46.47575,6.3997,,Allaman,Allaman (1165),admin:osm:relation:1684832,1165
14,stop_area:SNCF:87117465,Allamps E.S.A.T,Europe/Paris,Allamps E.S.A.T (Allamps),48.542768,5.796812,54010,Allamps,Allamps (54112),admin:fr:54010,54112
15,stop_area:SNCF:87240242,Allan Menuiserie,Europe/Paris,Allan Menuiserie (Allan),44.50056,4.78688,26005,Allan,Allan (26780),admin:fr:26005,26780
16,stop_area:SNCF:87594234,Allassac,Europe/Paris,Allassac (Allassac),45.258984,1.473316,19005,Allassac,Allassac (19240),admin:fr:19005,19240
17,stop_area:SNCF:87113878,Allée de la Tour-Rendez-vous,Europe/Paris,Allée de la Tour-Rendez-vous (Villemomble),48.897109,2.506475,93077,Villemomble,Villemomble (93250),admin:fr:93077,93250
18,stop_area:SNCF:87710913,Allée Royale  T13,Europe/Paris,Allée Royale  T13 (Saint-Cyr-l'École),48.815443,2.078746,78545,Saint-Cyr-l'École,Saint-Cyr-l'École (78210),admin:fr:78545,78210
19,stop_area:SNCF:87783654,Allenc,Europe/Paris,Allenc (Allenc),44.541296,3.663893,48003,Allenc,Allenc (48190),admin:fr:48003,48190
20,stop_area:SNCF:87769554,Allex,Europe/Paris,Allex (Allex),44.764001,4.913496,26006,Allex,Allex (26400),admin:fr:26006,26400
21,stop_area:SNCF:87731885,Alleyras,Europe/Paris,Alleyras (Alleyras),44.919217,3.673517,43005,Alleyras,Alleyras (43580),admin:fr:43005,43580
22,stop_area:SNCF:87639955,Alteckendorf Altdorf,Europe/Paris,Alteckendorf Altdorf (Alteckendorf),48.794562,7.589267,67005,Alteckendorf,Alteckendorf (67270),admin:fr:67005,67270
23,stop_area:SNCF:87639930,Alteckendorf Eckendorf,Europe/Paris,Alteckendorf Eckendorf (Alteckendorf),48.789785,7.601602,67005,Alteckendorf,Alteckendorf (67270),admin:fr:67005,67270
24,stop_area:SNCF:87639948,Alteckendorf Mairie,Europe/Paris,Alteckendorf Mairie (Alteckendorf),48.792818,7.594688,67005,Alteckendorf,Alteckendorf (67270),admin:fr:67005,67270
0,stop_area:SNCF:87182238,Altkirch,Europe/Paris,Altkirch (Altkirch),47.627017,7.23905,68004,Altkirch,Altkirch (68130),admin:fr:68004,68130
1,stop_area:SNCF:87117515,Alzing Rue de Brettnach,Europe/Paris,Alzing Rue de Brettnach (Alzing),49.278966,6.552207,57016,Alzing,Alzing (57320),admin:fr:57016,57320
2,stop_area:SNCF:87172262,Amagne - Lucquy,Europe/Paris,Amagne - Lucquy (Lucquy),49.52377,4.473898,08262,Lucquy,Lucquy (08300),admin:fr:08262,08300
3,stop_area:SNCF:87727917,Amance la-Ville-au Bois Eglise,Europe/Paris,Amance la-Ville-au Bois Eglise (Amance),48.286223,4.500366,10005,Amance,Amance (10140),admin:fr:10005,10140
4,stop_area:SNCF:87727925,Amance Mairie/Ecole,Europe/Paris,Amance Mairie/Ecole (Amance),48.295107,4.516132,10005,Amance,Amance (10140),admin:fr:10005,10140
5,stop_area:SNCF:87592311,Ambazac,Europe/Paris,Ambazac (Ambazac),45.952901,1.406583,87002,Ambazac,Ambazac (87240),admin:fr:87002,87240
6,stop_area:SNCF:87743716,Ambérieu-en-Bugey,Europe/Paris,Ambérieu-en-Bugey (Ambérieu-en-Bugey),45.954014,5.342402,01004,Ambérieu-en-Bugey,Ambérieu-en-Bugey (01500),admin:fr:01004,01500
7,stop_area:SNCF:87574343,Amboise,Europe/Paris,Amboise (Amboise),47.421469,0.981267,37003,Amboise,Amboise (37400),admin:fr:37003,37400
8,stop_area:SNCF:87743146,Ambronay - Priay,Europe/Paris,Ambronay - Priay (Ambronay),46.011866,5.339141,01007,Ambronay,Ambronay (01500),admin:fr:01007,01500
9,stop_area:SNCF:87695965,Ambronay-Priay - R.D. 1076,Europe/Paris,Ambronay-Priay - R.D. 1076 (Ambronay),46.01159,5.338143,01007,Ambronay,Ambronay (01500),admin:fr:01007,01500
10,stop_area:SNCF:87313874,Amiens,Europe/Paris,Amiens (Amiens),49.890584,2.308277,80021,Amiens,Amiens (80000-80090),admin:fr:80021,80000;80090
11,stop_area:SNCF:87171744,Amifontaine,Europe/Paris,Amifontaine (Amifontaine),49.484738,3.910666,02013,Amifontaine,Amifontaine (02190),admin:fr:02013,02190
12,stop_area:SNCF:87394205,Amilly Ouerray,Europe/Paris,Amilly Ouerray (Amilly),48.438294,1.389396,28006,Amilly,Amilly (28300),admin:fr:28006,28300
13,stop_area:SNCF:87721035,Amplepuis,Europe/Paris,Amplepuis (Amplepuis),45.971014,4.326763,69006,Amplepuis,Amplepuis (69550),admin:fr:69006,69550
14,stop_area:SNCF:84000588,Amsterdam Centraal,Europe/Paris,Amsterdam Centraal (Amsterdam),52.37908,4.900632,,Amsterdam,Amsterdam,admin:osm:relation:271110,
15,stop_area:SNCF:87481192,Ancenis,Europe/Paris,Ancenis (Ancenis-Saint-Géréon),47.369334,-1.177763,44003,Ancenis-Saint-Géréon,Ancenis-Saint-Géréon (44150),admin:fr:44003,44150
16,stop_area:SNCF:87172858,Anchamps,Europe/Paris,Anchamps (Anchamps),49.930745,4.670243,08011,Anchamps,Anchamps (08500),admin:fr:08011,08500
17,stop_area:SNCF:87575332,Anché - Voulon,Europe/Paris,Anché - Voulon (Anché),46.349675,0.250357,86003,Anché,Anché (86700),admin:fr:86003,86700
18,stop_area:SNCF:87192419,Ancy-sur-Moselle,Europe/Paris,Ancy-sur-Moselle (Ancy-Dornot),49.057714,6.062342,57021,Ancy-Dornot,Ancy-Dornot (57130),admin:fr:57021,57130
19,stop_area:SNCF:87715102,Andelot,Europe/Paris,Andelot (Andelot-en-Montagne),46.859428,5.923677,39009,Andelot-en-Montagne,Andelot-en-Montagne (39110),admin:fr:39009,39110
20,stop_area:SNCF:87611517,Andorre-l'Hospitalet,Europe/Paris,Andorre-l'Hospitalet (L'Hospitalet-près-l'Andorre),42.589453,1.800264,09139,L'Hospitalet-près-l'Andorre,L'Hospitalet-près-l'Andorre (09390),admin:fr:09139,09390
21,stop_area:SNCF:87381491,Andrésy,Europe/Paris,Andrésy (Andrésy),48.9747,2.04928,78015,Andrésy,Andrésy (78570),admin:fr:78015,78570
22,stop_area:SNCF:87726406,Andrézieux,Europe/Paris,Andrézieux (Andrézieux-Bouthéon),45.521736,4.255418,42005,Andrézieux-Bouthéon,Andrézieux-Bouthéon (42160),admin:fr:42005,42160
23,stop_area:SNCF:87484048,Angers Maître École,Europe/Paris,Angers Maître École (Angers),47.466953,-0.532437,49007,Angers,Angers (49000-49100),admin:fr:49007,49000;49100
24,stop_area:SNCF:87484006,Angers Saint-Laud,Europe/Paris,Angers Saint-Laud (Angers),47.464649,-0.55677,49007,Angers,Angers (49000-49100),admin:fr:49007,49000;49100
0,stop_area:SNCF:87543090,Angerville,Europe/Paris,Angerville (Angerville),48.311632,2.003526,91016,Angerville,Angerville (91670),admin:fr:91016,91670
1,stop_area:SNCF:87583005,Angoulême,Europe/Paris,Angoulême (Angoulême),45.653572,0.164608,16015,Angoulême,Angoulême (16000),admin:fr:16015,16000
2,stop_area:SNCF:87485102,Angoulins sur Mer,Europe/Paris,Angoulins sur Mer (Angoulins),46.107785,-1.115622,17010,Angoulins,Angoulins (17690),admin:fr:17010,17690
3,stop_area:SNCF:87296566,Anizy - Pinon,Europe/Paris,Anizy - Pinon (Pinon),49.49615,3.448575,02602,Pinon,Pinon (02320),admin:fr:02602,02320
4,stop_area:SNCF:87286856,Annappes,Europe/Paris,Annappes (Villeneuve-d'Ascq),50.622807,3.14629,59009,Villeneuve-d'Ascq,Villeneuve-d'Ascq (59491-59650),admin:fr:59009,59491;59650
5,stop_area:SNCF:87746008,Annecy,Europe/Paris,Annecy (Annecy),45.902047,6.121826,74010,Annecy,Annecy (74000-74960),admin:fr:74010,74000;74960
6,stop_area:SNCF:87745497,Annemasse,Europe/Paris,Annemasse (Annemasse),46.199245,6.236431,74012,Annemasse,Annemasse (74100),admin:fr:74012,74100
7,stop_area:SNCF:87365155,Annonay Boutique SNCF,Europe/Paris,Annonay Boutique SNCF (Annonay),45.246458,4.675772,07010,Annonay,Annonay (07100),admin:fr:07010,07100
8,stop_area:SNCF:87761270,Annonay-Gare Routière,Europe/Paris,Annonay-Gare Routière (Annonay),45.24373,4.66863,07010,Annonay,Annonay (07100),admin:fr:07010,07100
9,stop_area:SNCF:87295055,Anor,Europe/Paris,Anor (Anor),49.985022,4.093473,59012,Anor,Anor (59186),admin:fr:59012,59186
10,stop_area:SNCF:87721324,Anse,Europe/Paris,Anse (Anse),45.939351,4.719824,69009,Anse,Anse (69480),admin:fr:69009,69480
11,stop_area:SNCF:87697011,Anse (Monument),Europe/Paris,Anse (Monument) (Anse),45.936999,4.718314,69009,Anse,Anse (69480),admin:fr:69009,69480
12,stop_area:SNCF:87757567,Anthéor - Cap Roux,Europe/Paris,Anthéor - Cap Roux (Saint-Raphaël),43.434985,6.892186,83118,Saint-Raphaël,Saint-Raphaël (83530-83700),admin:fr:83118,83530;83700
13,stop_area:SNCF:87757674,Antibes,Europe/Paris,Antibes (Antibes),43.585971,7.119913,06004,Antibes,Antibes (06160-06600),admin:fr:06004,06160;06600
14,stop_area:SNCF:87611715,Antignac Village,Europe/Paris,Antignac Village (Antignac),42.825917,0.6000180000000001,31010,Antignac,Antignac (31110),admin:fr:31010,31110
15,stop_area:SNCF:87758755,Antony,Europe/Paris,Antony (Antony),48.754675,2.300973,92002,Antony,Antony (92160),admin:fr:92002,92160
16,stop_area:SNCF:88210060,Antwerpen-Centraal,Europe/Paris,Antwerpen-Centraal (Antwerpen),51.216,4.421,,Antwerpen,Antwerpen,admin:osm:relation:59518,
17,stop_area:SNCF:87317255,Anvin,Europe/Paris,Anvin (Anvin),50.446779,2.255089,62036,Anvin,Anvin (62134),admin:fr:62036,62134
18,stop_area:SNCF:87191387,Anzeling,Europe/Paris,Anzeling (Anzeling),49.262072,6.460265,57025,Anzeling,Anzeling (57320),admin:fr:57025,57320
19,stop_area:SNCF:87405571,Anzeling Carrefour,Europe/Paris,Anzeling Carrefour (Anzeling),49.26394,6.463126,57025,Anzeling,Anzeling (57320),admin:fr:57025,57320
20,stop_area:SNCF:87761791,Aouste-sur-Sye,Europe/Paris,Aouste-sur-Sye (Aouste-sur-Sye),44.716785,5.057115,26011,Aouste-sur-Sye,Aouste-sur-Sye (26400),admin:fr:26011,26400
21,stop_area:SNCF:87191643,Apach,Europe/Paris,Apach (Apach),49.458963,6.372365,57026,Apach,Apach (57480),admin:fr:57026,57480
22,stop_area:SNCF:87635854,Apach Église,Europe/Paris,Apach Église (Apach),49.459995,6.374717,57026,Apach,Apach (57480),admin:fr:57026,57480
23,stop_area:SNCF:80142893,Appenweier,Europe/Paris,Appenweier (Appenweier),48.5419,7.9735,,Appenweier,Appenweier,admin:osm:relation:452982,
24,stop_area:SNCF:87296459,Appilly,Europe/Paris,Appilly (Appilly),49.580466,3.120772,60021,Appilly,Appilly (60400),admin:fr:60021,60400
0,stop_area:SNCF:87582726,Arbanats,Europe/Paris,Arbanats (Arbanats),44.674373,-0.39551,33007,Arbanats,Arbanats (33640),admin:fr:33007,33640
1,stop_area:SNCF:87718155,Arbois,Europe/Paris,Arbois (Arbois),46.912467,5.764837,39013,Arbois,Arbois (39600),admin:fr:39013,39600
2,stop_area:SNCF:87704320,Arboretum T4,Europe/Paris,Arboretum T4 (Montfermeil),48.897839,2.561449,93047,Montfermeil,Montfermeil (93370),admin:fr:93047,93370
3,stop_area:SNCF:87718841,Arc et Senans,Europe/Paris,Arc et Senans (Arc-et-Senans),47.030473,5.77683,25021,Arc-et-Senans,Arc-et-Senans (25610),admin:fr:25021,25610
4,stop_area:SNCF:87582668,Arcachon,Europe/Paris,Arcachon (Arcachon),44.658967,-1.165323,33009,Arcachon,Arcachon (33120),admin:fr:33009,33120
5,stop_area:SNCF:87144410,Arches,Europe/Paris,Arches (Arches),48.118896,6.528105,88011,Arches,Arches (88380),admin:fr:88011,88380
6,stop_area:SNCF:87747196,Arcis-sur-Aube Rue de Châlons,Europe/Paris,Arcis-sur-Aube Rue de Châlons (Arcis-sur-Aube),48.5376,4.1418,10006,Arcis-sur-Aube,Arcis-sur-Aube (10700),admin:fr:10006,10700
7,stop_area:SNCF:87758672,Arcueil - Cachan,Europe/Paris,Arcueil - Cachan (Cachan),48.798451,2.327964,94016,Cachan,Cachan (94230),admin:fr:94016,94230
8,stop_area:SNCF:87683680,Arcy-sur-Cure,Europe/Paris,Arcy-sur-Cure (Arcy-sur-Cure),47.600873,3.766638,89015,Arcy-sur-Cure,Arcy-sur-Cure (89270),admin:fr:89015,89270
9,stop_area:SNCF:87580340,Arenc - Euroméditerranée,Europe/Paris,Arenc - Euroméditerranée (Marseille),43.312247,5.36801,13055,Marseille,Marseille (13000),admin:fr:13055,13000
10,stop_area:SNCF:87671479,Arengosse,Europe/Paris,Arengosse (Arengosse),44.007044,-0.809053,40006,Arengosse,Arengosse (40110),admin:fr:40006,40110
11,stop_area:SNCF:87784231,Argelès-sur-Mer,Europe/Paris,Argelès-sur-Mer (Argelès-sur-Mer),42.543908,3.021919,66008,Argelès-sur-Mer,Argelès-sur-Mer (66700),admin:fr:66008,66700
12,stop_area:SNCF:87314526,Argent-sur-Sauldre,Europe/Paris,Argent-sur-Sauldre (Argent-sur-Sauldre),47.560036,2.447838,18011,Argent-sur-Sauldre,Argent-sur-Sauldre (18410),admin:fr:18011,18410
13,stop_area:SNCF:87444539,Argentan,Europe/Paris,Argentan (Argentan),48.738545,-0.025291,61006,Argentan,Argentan (61200),admin:fr:61006,61200
14,stop_area:SNCF:87381848,Argenteuil,Europe/Paris,Argenteuil (Argenteuil),48.94686,2.25727,95018,Argenteuil,Argenteuil (95100),admin:fr:95018,95100
15,stop_area:SNCF:87746859,Argentière,Europe/Paris,Argentière (Chamonix-Mont-Blanc),45.981944,6.926484,74056,Chamonix-Mont-Blanc,Chamonix-Mont-Blanc (74400),admin:fr:74056,74400
16,stop_area:SNCF:87741272,Argentine,Europe/Paris,Argentine (Argentine),45.493232,6.313534,73019,Argentine,Argentine (73220),admin:fr:73019,73220
17,stop_area:SNCF:87697151,Argentine - Gemilly ou Stade,Europe/Paris,Argentine - Gemilly ou Stade (Argentine),45.493131,6.313834,73019,Argentine,Argentine (73220),admin:fr:73019,73220
18,stop_area:SNCF:87697144,Argentine La Combe,Europe/Paris,Argentine La Combe (Argentine),45.502072,6.318651,73019,Argentine,Argentine (73220),admin:fr:73019,73220
19,stop_area:SNCF:87597120,Argenton-sur-Creuse,Europe/Paris,Argenton-sur-Creuse (Argenton-sur-Creuse),46.59225,1.518256,36006,Argenton-sur-Creuse,Argenton-sur-Creuse (36200),admin:fr:36006,36200
20,stop_area:SNCF:87201566,Argenton-sur-Creuse - LEP Chateauneuf,Europe/Paris,Argenton-sur-Creuse - LEP Chateauneuf (Argenton-sur-Creuse),46.589025,1.51901,36006,Argenton-sur-Creuse,Argenton-sur-Creuse (36200),admin:fr:36006,36200
21,stop_area:SNCF:87753657,Arles,Europe/Paris,Arles (Arles),43.684863,4.632105,13004,Arles,Arles (13104-13280),admin:fr:13004,13104;13280
22,stop_area:SNCF:87345421,Arleux,Europe/Paris,Arleux (Arleux),50.286347,3.120522,59015,Arleux,Arleux (59151),admin:fr:59015,59151
23,stop_area:SNCF:87286146,Armentières,Europe/Paris,Armentières (Armentières),50.680848,2.87768,59017,Armentières,Armentières (59280),admin:fr:59017,59280
24,stop_area:SNCF:87396549,Arnage,Europe/Paris,Arnage (Arnage),47.928541,0.189882,72008,Arnage,Arnage (72230),admin:fr:72008,72230
